ID,Comments,Sentiments,Keyword1,Keyword2
1730,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1731,He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.,impolite,business line,dropped calls
1734,Wants information on our Internet service. Referred him to web site.,,information,internet service
1737,Wanted to know the nearest store locatn. Wants to buy additional accessories.,,accessories,store
1739,He did not realize that changing his rate plan effected the date on his contract. When he found that out he could not wait till his contract ends.,upset,switch plans,contract
1741,Really wants the new phone from XVYX which has better camera built in.,analytical,new phone,camera
1742,Wants to add another phone. Contacting provisioning.,,new line,service
1743,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1745,Upset about the data speed,frustrated,data plan,speed
1749,He is really upset with out false advertising. He thinks that we do not test any of the equipment.,upset,misinformation,bad device
1750,He loves the phone when it works. The problem is that the phone malfunctions unpredictably. He thinks the battery is the issue.,satisfied,battery,unpredictability
1751,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1754,I needed a handset which also functioned as a PDA. You did not offer such a model.,,handset,PDA
1755,Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service. The phone is so bad that he would not give it to an enemy. He now realizes you get what you pay for. Transferred to the supervisor,impolite,bad phone,supervisor
1756,The handset really sucked. I could not hear anything near my house.,frustrated,handset,coverage / reception / signal
1757,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1758,The handset really sucked. I could not hear anything near my house.,frustrated,handset,coverage / reception / signal
1760,The handset really sucked. I could not hear anything near my house.,frustrated,handset,coverage / reception / signal
1764,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1765,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1767,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.,upset,handset,water damage
1768,I suspect that the handset on my phone was defective from the day I bought it.,upset,handset,defective
1769,The signal on my handset was always weak. Even when I replaced the battery.,frustrated,handset,weak signal
1770,Upset about the data speed,frustrated,data plan,speed
1772,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1773,Upset about the data speed,frustrated,data plan,speed
1774,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1775,Upset about the data speed,frustrated,data plan,speed
1776,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1777,Upset about the data speed,frustrated,data plan,speed
1778,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1779,Upset about the data speed,frustrated,data plan,speed
1780,Phone sucked,frustrated,bad phone,unusable
1782,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1783,The clarity of the calls was bad. Way too much static on the handset.,upset,handset,static
1785,Upset about the data speed,frustrated,data plan,speed
1786,He claims his bill always seemed to have calls he did not make.,upset,billing,charges
1788,The handset reception was worse than abysmal.,upset,handset,unusable
1790,Loves the phone. Wants us  to bring out accessories in different colors and designs. Says he is very satisfied with the performance.,happy,phone,accessories
1791,Generally satisfied with the service. But wants us to offer more phones from multiple manufacturers.,satisfied,phones,features
1796,He expected significantly better service.,frustrated,service,non-specific grievances
1797,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1799,Happy with the phone and the service. Wants to know when we will offer unlimited Internet minutes.,happy,unlimited data plan,future offering
1801,He does not know if the problems are related to the phone or if it is just the battery.He was willing to test a new battery. I asked him to try that first. If he is still having problems he will call us back.,analytical,phone,battery
1802,He asked us to please take him off the outbound call list. In addition wants to change rate plan at the end of the year.,frustrated,remove from marketing campaigns,switch plans
1803,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the store?,upset,slow data speed,performance
1806,She wants a new phone. Has tried to use a couple of different model and fed up. She is willing to pay some of the cost but wants a credit on her bill. She said her friend has the same service and a different phone that works great.,frustrated,billing,refund
1808,The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since our coverage is poor,frustrated,coverage / reception /signal,switch providers
1809,His phone still does not work properly. He can not understand it. His last phone worked great but this phone is constantly dropping calls. He asked what he could do? He really just wants his old phone back at this point.,upset,bad phone,return
1812,The customer wold like to change his address and complained this should be significantly easier. I am not sure what he means by self service. He also thought the Phone sucked,frustrated,bad phone,unusable.
1815,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the phone at all.,upset,handset,non-specific grievances
1816,The customer was very unhappy with the wait time for support. Then he said that his reception was just too unreliable to be of any value.,upset,coverage / reception /signal,unusable
1817,Long hold times even for simple questions. I had to wait forever to get help.,frustrated,poor support,long hold times
1820,Handset sucked,upset,handset,unusable
1821,Does not like the way the phone works. It is to difficult compared to his last phone.,upset,bad phone,return
1822,transferred to the supervisor,,supervisor,delegation
1824,transferred to the supervisor,,supervisor,delegation
1825,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.,analytical,rates,roaming
1826,He does not know if the problems are related to the phone or if it is just the battery.,analytical,phone,battery
1827,Very unhappy with new phone because it does not use SIM chip to store addresses. He says he will have to reenter all his information in his phone book and he finds that a waste of time. Claims other companies offer this capability making this easier with their phones.,upset,SIM,contact list migration
1831,He does not know if the problems are related to the phone or if it is just the battery.,analytical,phone,battery
1834,Wants a new number because he keeps on getting calls for a Mr. Napoleon Leroy.,frustrated,new number,strange calls
1838,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
1840,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1841,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1842,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1844,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1845,He does not know if the problems are related to the phone or if it is just the battery.,analytical,phone,battery
1846,He does not know if the problems are related to the phone or if it is just the battery.,analytical,phone,battery
1848,Lost the directions to phone and wants another manual. I referred him to web site.,,user manual,download
1849,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.,concerned,coverage / reception / signal,travel
1851,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1853,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.,frustrated,charger,switch carrier
1854,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.,frustrated,charger,switch carrier
1856,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.,frustrated,charger,switch carrier
1858,transferred to the supervisor,,supervisor,delegation
1862,transferred to the supervisor,,supervisor,delegation
1863,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
1865,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1867,transferred to the supervisor,,supervisor,delegation
1868,Called to change his address and see if he could get a new number since he is moving to a different city.,analytical,new number,relocation
1869,transferred to the supervisor,,supervisor,delegation
1870,transferred to the supervisor,,supervisor,delegation
1871,He loves the phone when it works. The problem is that the phone malfunctions unpredictably. He thinks the battery is the issue.,satisfied,battery,unpredictability
1872,cant figure out how to check his vm when out of area. I referred him to our web site.,analytical,voice messaging,out of area
1873,He found a phone and wanted to know what to do with it. He said it was one of ours but that the battery was dead. Asked who he should send it too.,analytical,found lost phone,traceability
1875,Handset sucked,upset,handset,unusable
1879,Does not like the way the phone works. It is to difficult compared to his last phone.,upset,bad phone,return
1882,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.,concerned,marketing calls,switch carrier
1885,Handset sucked,upset,handset,unusable
1886,The customer is really unhappy with his internet connectivity. He says the way we charge much higher compared to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.,upset,data plan,charges
1887,He called and said someone stole his phone last week but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy.,upset,lost phone,delegation
1890,The battery on the phone just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem.He says that we should replace the whole phone.,frustrated,charging,battery
1891,He is really unhappy with his bill. He says that there are numerous calls he has never made but that show up on his phone. He says that he simply does not trust our system.,frustrated,unknown calls,billing
1892,Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition he thinks that the reception in many of the cities he travels to is inadequate.,upset,roaming,misinformation
1894,Wanted a different rate plan which included roll over minutes. He claims that we are not as competitive as other companies.,upset,rollover minutes,not as good as others
1896,He hated the phone. Claims that the reception is horrible in many parts of the metropolitan area.,frustrated,coverage / reception / signal,unusable
1897,He hated the phone. Claims that the reception is horrible in many parts of the metropolitan area.,frustrated,coverage / reception / signal,unusable
1899,He loves the phone when it works. The problem is that the phone malfunctions unpredictably. He thinks the battery is the issue.,satisfied,battery,unpredictability
1902,He loves the phone when it works. The problem is that the phone malfunctions unpredictably. He thinks the battery is the issue.,satisfied,battery,unpredictability
1906,He hated the phone. Claims that the reception is horrible in many parts of the metropolitan area.,frustrated,coverage / reception / signal,unusable
1908,He hated the phone. Claims that the reception is horrible in many parts of the metropolitan area.,frustrated,coverage / reception / signal,unusable
1910,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
1911,Wanted more information on the family plan. Also asked about how he could use dual SIM configuration and call screening.,analytical,dual SIM,call screening
1913,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other phone calls. He thinks he is being charged for those calls.,concerned,unknown calls,billing
1915,He found a better rate and no contract. He said he could not wait until his contract expired.,disinterest,better offer,cancellation
1918,He found a better rate and no contract. He said he could not wait until his contract expired.,disinterest,better offer,cancellation
1919,Handset sucked,upset,handset,unusable
1922,Wants to change address.,,update records,address
1924,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
1925,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
1927,Wants a new faceplate.,,faceplate,accessory
1928,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
1930,Wants a new faceplate.,,faceplate,accessory
1934,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
1937,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
1940,Wants to add another phone. Contacting provisioning.,,new line,service
1941,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
1943,Wants information on our Internet service. Referred him to web site.,,information,internet service
1944,Wants information on our Internet service. Referred him to web site.,,information,internet service
1950,Wants a new faceplate.,,faceplate,accessory
1954,Wants a new faceplate.,,faceplate,accessory
1955,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
1957,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
1958,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
1959,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
1960,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
1962,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
1963,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
1964,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
1965,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
1967,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
1972,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
1974,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
1975,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
1976,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
1977,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
1978,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
1979,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
1980,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
1981,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
1982,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
1986,Called about new plan. Might switch soon. Wants more minutes.,,minutes,switch
1991,Called about new plan. Might switch soon. Wants more minutes.,,minutes,switch
1992,Called about new plan. Might switch soon. Wants more minutes.,,minutes,switch
1994,Wants to change address.,,update records,address
1996,Wants to change address.,,update records,address
1997,Wants to change address.,,update records,address
1998,Wants to add additional lines for family. Needs more info on rates. I also advised him on the phones with dual SIM options,analytical,dual SIM,family plan
1999,Wants to change address.,,update records,address
2000,Wants to change address.,,update records,address
2001,Wants to change address.,,update records,address
2002,Wants to change address.,,update records,address
2003,Wants to change address.,,update records,address
2004,Wants to change address.,,update records,address
2005,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2006,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2007,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2008,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2009,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2010,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2011,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2012,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2013,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2014,Unhappy with the website. Phone okay. drops calls sporadically,,website,dropped calls
2015,Unhappy with the website. Claims the self service stuff does not work. Phone okay. drops calls sporadically,,website,dropped calls
2017,Called about new plan. Might switch soon. Wants more minutes.,,minutes,switch
2020,Unhappy with the website. Phone okay. drops calls sporadically,,website,dropped calls
2024,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2027,Upset about the data speed,frustrated,data plan,speed
2028,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2029,Upset about the data speed,frustrated,data plan,speed
2030,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2031,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2032,Upset about the data speed,frustrated,data plan,speed
2033,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2034,Upset about the data speed,frustrated,data plan,speed
2035,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2036,Wanted to know the nearest store lctn. Wants to buy additional accessories.,,,
2040,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,,new number,service
2041,Upset about the data speed,frustrated,data plan,speed
2042,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2044,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,,help,support
2045,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,,help,support
2046,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2050,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
2052,Wants to get an additional line working by the end of the week for his goat.,,,
2056,Upset about the data speed,frustrated,data plan,speed
2057,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2060,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2061,Upset about the data speed,frustrated,data plan,speed
2062,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2063,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
2064,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
2068,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
2071,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
2073,Upset about the data speed,frustrated,data plan,speed
2078,Cant get his call forwarding to work. I showed him how and how to get a couple of other features to work. I also pointed him to the web site.,frustrated,call forwarding,features
2082,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
2083,Cant get his call forwarding to work. I showed him how and how to get a couple of other features to work. I also pointed him to the web site.,frustrated,call forwarding,features
2084,Wants to change address.,,update records,address
2085,Cant get his call forwarding to work. I showed him how and how to get a couple of other features to work. I also pointed him to the web site.,frustrated,call forwarding,features
2087,Wants to add additional lines for family. Needs more info on rates. I also advised him on the phones with dual SIM options,analytical,dual SIM,family plan
2090,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2093,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
2094,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
2097,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
2098,Lost his charger and wants to know where he can another ASAP. I suggested local store.,,lost,charger
2101,Wants to change address.,,update records,address
2102,Upset about the data speed,frustrated,data plan,speed
2104,Hopes to get an additional line working by the end of the week for his wife.,,new number,service
2106,Wants to add additional lines and phones for his kids. I created the ticket but dont know when someone will get back to him. He asked if I could get back to him.,analytical,new lines,family plan
2109,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,,help,support
2114,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2117,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
2119,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2122,Hopes to get an additional line working by the end of the week for his wife.,,new number,service
2123,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,,new number,service
2124,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,,new number,service
2131,Hopes to get an additional line working by the end of the week for his wife.,,new number,service
2132,Hopes to get an additional line working by the end of the week for his wife.,,new number,service
2134,Wants information on our Internet service. Referred him to web site.,,information,internet service
2135,Wants to add another phone. Contacting provisioning.,,new line,service
2136,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2140,I needed a handset which also functioned as a PDA. You did not offer such a model.,,handset,PDA
2141,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2144,I suspect that the handset on my phone was defective from the day I bought it.,upset,handset,defective
2145,The signal on my handset was always weak. Even when I replaced the battery.,frustrated,handset,weak signal
2146,Upset about the data speed,frustrated,data plan,speed
2147,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2148,Upset about the data speed,frustrated,data plan,speed
2149,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2150,Upset about the data speed,frustrated,data plan,speed
2151,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2153,Upset about the data speed,frustrated,data plan,speed
2154,The clarity of the calls was bad. Way too much static on the handset.,upset,handset,static
2155,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2158,Generally satisfied with the service. But wants us to offer more phones from multiple manufacturers.,satisfied,phones,features
2159,He hates his phone. He can not understand why we gave him such a horrible junk. I tried to explain that he could bring it in for service but he just wants a new phone. He does not want to waste any more time with our offering,frustrated,bad phone,unusable
2162,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.,analytical,rates,roaming
2165,Wants a new number because he keeps on getting calls for a Mr. Napoleon Leroy.,frustrated,new number,strange calls
2167,Lost the directions to phone and wants another manual. I referred him to web site.,,user manual,download
2168,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.,concerned,coverage / reception / signal,travel
2169,Upset about the data speed,frustrated,data plan,speed
2173,He asked for a new phone number. I referred him to customer care.,analytical,new number,customer care
2174,Called to change his address and see if he could get a new number since he is moving to a different city.,analytical,new number,relocation
2175,cant figure out how to check his vm when out of area. I referred him to our web site.,analytical,voice messaging,out of area
2176,He found a phone and wanted to know what to do with it. He said it was one of ours but that the battery was dead. Asked who he should send it too.,analytical,found lost phone,traceability
2181,Hopes to get an additional line working by the end of the week for his wife.,,new number,service
2182,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
2183,Wanted more information on the family plan. Also asked about how he could use dual SIM configuration and call screening.,analytical,dual SIM,call screening
2184,Wants to change address.,,update records,address
2185,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
2186,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
2188,Wants a new faceplate.,,faceplate,accessory
2189,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
2191,Wants a new faceplate.,,faceplate,accessory
2195,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
2198,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
2201,Wants to add another phone. Contacting provisioning.,,new line,service
2202,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2204,Wants information on our Internet service. Referred him to web site.,,information,internet service
2205,Wants information on our Internet service. Referred him to web site.,,information,internet service
2207,Wants information on our Internet service. Referred him to web site.,,information,internet service
2211,Wants a new faceplate.,,faceplate,accessory
2215,Wants a new faceplate.,,faceplate,accessory
2216,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
2217,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
2218,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
2220,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
2221,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
2222,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
2223,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
2225,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
2230,Wants to know how to do text messaging. Referred him to website.,,,
2232,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
2233,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
2234,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
2235,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
2236,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
2237,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
2238,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
2239,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
2240,Wants to change rate plans to get family all on same bill. I transferred him to cstmer care.,,,
2243,Called about new plan. Might switch soon. Wants more minutes.,,minutes,switch
2247,Called about new plan. Might switch soon. Wants more minutes.,,minutes,switch
2248,Called about new plan. Might switch soon. Wants more minutes.,,minutes,switch
2251,Wants to add additional lines for family. Needs more info on rates. I also advised him on the phones with dual SIM options,analytical,dual SIM,family plan
2252,Wants to change address.,,update records,address
2253,Wants to change address.,,update records,address
2254,Wants to change address.,,update records,address
2255,Wants to change address.,,update records,address
2256,Wants to change address.,,update records,address
2257,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2258,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2259,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2260,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
2261,Unhappy with the website. Phone okay. drops calls sporadically,,website,dropped calls
2262,Unhappy with the website. Claims the self service stuff does not work. Phone okay. drops calls sporadically,,website,dropped calls
2264,Called about new plan. Might switch soon. Wants more minutes.,,minutes,switch
2267,Unhappy with the website. Phone okay. drops calls sporadically,,website,dropped calls
2270,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2273,Upset about the data speed,frustrated,data plan,speed
2274,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2275,Upset about the data speed,frustrated,data plan,speed
2276,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2277,Upset about the data speed,frustrated,data plan,speed
2279,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2280,Upset about the data speed,frustrated,data plan,speed
2281,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2282,Upset about the data speed,frustrated,data plan,speed
2285,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,,new number,service
2286,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2287,Upset about the data speed,frustrated,data plan,speed
2289,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,,help,support
2290,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,,help,support
2291,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
2294,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
2300,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2301,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2304,Upset about the data speed,frustrated,data plan,speed
2305,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2306,Upset about the data speed,frustrated,data plan,speed
2307,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
2308,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
2312,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
2315,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
2317,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
2322,Cant get his call forwarding to work. I showed him how and how to get a couple of other features to work. I also pointed him to the web site.,frustrated,call forwarding,features
2326,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
2327,Cant get his call forwarding to work. I showed him how and how to get a couple of other features to work. I also pointed him to the web site.,frustrated,call forwarding,features
2328,Wants to change address.,,update records,address
2329,Cant get his call forwarding to work. I showed him how and how to get a couple of other features to work. I also pointed him to the web site.,frustrated,call forwarding,features
2331,Wants to add additional lines for family. Needs more info on rates. I also advised him on the phones with dual SIM options,analytical,dual SIM,family plan
2334,Upset about the data speed,frustrated,data plan,speed
2337,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
2338,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
2341,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
2342,Lost his charger and wants to know where he can another ASAP. I suggested local store.,,lost,charger
2347,Cant get his call forwarding to work. I showed him how and how to get a couple of other features to work. I also pointed him to the web site.,frustrated,call forwarding,features
2351,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
